participant_id,slot,scene_no,event_id,task,environment,object_label,scene_interactiveobj,scene_slug,scene_dir,asset_path,url_anchor,review_copy
P014,2,64,0085,assist,warehouse,plasticbox_0001,warehouse_plasticbox_0001,warehouse_1,warehouse_1_0085_assist_plasticbox_0001_proposal_human_node_O_112_crop_frame_000436_stamp_143250002134_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0085_assist_plasticbox_0001_proposal_human_node_O_112_crop_frame_000436_stamp_143250002134_lifting,#scene-064-0085-warehouse-assist,4
P014,3,55,0015,continue,warehouse,smallklt_visual_169,warehouse_smallklt_visual_169,warehouse_1,warehouse_1_0015_continue_smallklt_visual_169_proposal_human_node_O_60_crop_frame_000085_stamp_68850001025_placing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0015_continue_smallklt_visual_169_proposal_human_node_O_60_crop_frame_000085_stamp_68850001025_placing,#scene-055-0015-warehouse-continue,3
P014,4,52,0008,monitor,warehouse,trashcan_0001,warehouse_trashcan_0001,warehouse_1,warehouse_1_0008_monitor_trashcan_0001_proposal_human_node_O_27_crop_frame_000054_stamp_62900000937_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0008_monitor_trashcan_0001_proposal_human_node_O_27_crop_frame_000054_stamp_62900000937_kicking,#scene-052-0008-warehouse-monitor,4
P014,5,4,0027,warn,hospital,plasticbox_0001,hospital_plasticbox_0001,hospital_1-1200_2400,hospital_1_0027_warn_plasticbox_0001_proposal_human_node_O_132_crop_frame_000329_stamp_171750002559_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0027_warn_plasticbox_0001_proposal_human_node_O_132_crop_frame_000329_stamp_171750002559_kicking,#scene-004-0027-hospital-warn,4
P015,1,49,0074,avoid,office,largetable_0002,office_largetable_0002,office_1-1200_2400,office_1_0074_avoid_largetable_0002_proposal_human_node_O_178_crop_frame_000376_stamp_362450005400_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0074_avoid_largetable_0002_proposal_human_node_O_178_crop_frame_000376_stamp_362450005400_carrying,#scene-049-0074-office-avoid,5
P015,2,27,0020,monitor,office,largebox_0001,office_largebox_0001,office_1-0000_1200,office_1_0020_monitor_largebox_0001_proposal_human_node_O_7_crop_frame_000126_stamp_225600003361_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0020_monitor_largebox_0001_proposal_human_node_O_7_crop_frame_000126_stamp_225600003361_kicking,#scene-027-0020-office-monitor,4
P015,3,65,0088,continue,warehouse,smallbox_0001,warehouse_smallbox_0001,warehouse_1,warehouse_1_0088_continue_smallbox_0001_proposal_human_node_O_138_crop_frame_000458_stamp_148700002215_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0088_continue_smallbox_0001_proposal_human_node_O_138_crop_frame_000458_stamp_148700002215_carrying,#scene-065-0088-warehouse-continue,1
P015,4,11,0001,assist,office,largetable_0001,office_largetable_0001,office_1-0000_1200,office_1_0001_assist_largetable_0001_proposal_human_node_O_19_crop_frame_000047_stamp_211000003144_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0001_assist_largetable_0001_proposal_human_node_O_19_crop_frame_000047_stamp_211000003144_lifting,#scene-011-0001-office-assist,4
P015,5,23,0016,warn,office,monitor_0004,office_monitor_0004,office_1-4800_6000,office_1_0016_warn_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587850008759_dropping,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0016_warn_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587850008759_dropping,#scene-023-0016-office-warn,6
P016,1,46,0051,assist,office,sm_briefcase3,office_sm_briefcase3,office_1-1200_2400,office_1_0051_assist_sm_briefcase3_proposal_human_node_O_178_crop_frame_000278_stamp_339500005058_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0051_assist_sm_briefcase3_proposal_human_node_O_178_crop_frame_000278_stamp_339500005058_carrying,#scene-046-0051-office-assist,5
P016,2,30,0024,warn,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0024_warn_woodchair_0001_proposal_human_node_O_86_crop_frame_000241_stamp_490300007306_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0024_warn_woodchair_0001_proposal_human_node_O_86_crop_frame_000241_stamp_490300007306_carrying,#scene-030-0024-office-warn,4
P016,3,2,0021,monitor,hospital,tripod_0001,hospital_tripod_0001,hospital_1-0000_1200,hospital_1_0021_monitor_tripod_0001_proposal_human_node_O_82_crop_frame_000242_stamp_62150000926_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0021_monitor_tripod_0001_proposal_human_node_O_82_crop_frame_000242_stamp_62150000926_lifting,#scene-002-0021-hospital-monitor,3
P016,4,58,0036,avoid,warehouse,largebox_0002,warehouse_largebox_0002,warehouse_1,warehouse_1_0036_avoid_largebox_0002_proposal_human_node_O_58_crop_frame_000183_stamp_88550001319_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0036_avoid_largebox_0002_proposal_human_node_O_58_crop_frame_000183_stamp_88550001319_carrying,#scene-058-0036-warehouse-avoid,6
P016,5,12,0001,continue,office,largebox_0001,office_largebox_0001,office_1-1200_2400,office_1_0001_continue_largebox_0001_proposal_human_node_O_0_crop_frame_000001_stamp_285200004249_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0001_continue_largebox_0001_proposal_human_node_O_0_crop_frame_000001_stamp_285200004249_standing,#scene-012-0001-office-continue,5
P017,1,45,0048,avoid,office,clothesstand_0001,office_clothesstand_0001,office_1-0000_1200,office_1_0048_avoid_clothesstand_0001_proposal_human_node_O_96_crop_frame_000329_stamp_267450003985_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0048_avoid_clothesstand_0001_proposal_human_node_O_96_crop_frame_000329_stamp_267450003985_standing,#scene-045-0048-office-avoid,3
P017,2,54,0014,warn,warehouse,tripod_0001,warehouse_tripod_0001,warehouse_1,warehouse_1_0014_warn_tripod_0001_proposal_human_node_O_14_crop_frame_000084_stamp_68550001021_dropping,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0014_warn_tripod_0001_proposal_human_node_O_14_crop_frame_000084_stamp_68550001021_dropping,#scene-054-0014-warehouse-warn,2
P017,3,56,0022,assist,warehouse,woodchair_0001,warehouse_woodchair_0001,warehouse_1,warehouse_1_0022_assist_woodchair_0001_proposal_human_node_O_105_crop_frame_000127_stamp_75800001129_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0022_assist_woodchair_0001_proposal_human_node_O_105_crop_frame_000127_stamp_75800001129_carrying,#scene-056-0022-warehouse-assist,4
P017,4,25,0018,monitor,office,plasticbox_0001,office_plasticbox_0001,office_1-2400_3600,office_1_0018_monitor_plasticbox_0001_proposal_human_node_O_83_crop_frame_000097_stamp_381500005684_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0018_monitor_plasticbox_0001_proposal_human_node_O_83_crop_frame_000097_stamp_381500005684_kicking,#scene-025-0018-office-monitor,5
P017,5,10,0041,continue,hospital,tripod_0001,hospital_tripod_0001,hospital_1-0000_1200,hospital_1_0041_continue_tripod_0001_proposal_human_node_O_82_crop_frame_000387_stamp_87900001309_putting_down,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0041_continue_tripod_0001_proposal_human_node_O_82_crop_frame_000387_stamp_87900001309_putting_down,#scene-010-0041-hospital-continue,6
P018,1,47,0057,warn,office,monitor_0005,office_monitor_0005,office_1-1200_2400,office_1_0057_warn_monitor_0005_proposal_human_node_O_201_crop_frame_000328_stamp_350100005216_placing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0057_warn_monitor_0005_proposal_human_node_O_201_crop_frame_000328_stamp_350100005216_placing,#scene-047-0057-office-warn,4
P018,2,14,0007,continue,office,trashcan_0001,office_trashcan_0001,office_1-3600_4800,office_1_0007_continue_trashcan_0001_proposal_human_node_O_14_crop_frame_000026_stamp_444450006622_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0007_continue_trashcan_0001_proposal_human_node_O_14_crop_frame_000026_stamp_444450006622_standing,#scene-014-0007-office-continue,3
P018,3,9,0037,monitor,hospital,suitcase_0001,hospital_suitcase_0001,hospital_1-0000_1200,hospital_1_0037_monitor_suitcase_0001_proposal_human_node_O_97_crop_frame_000341_stamp_79950001191_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0037_monitor_suitcase_0001_proposal_human_node_O_97_crop_frame_000341_stamp_79950001191_kicking,#scene-009-0037-hospital-monitor,6
P018,4,41,0038,assist,office,clothesstand_0001,office_clothesstand_0001,office_1-0000_1200,office_1_0038_assist_clothesstand_0001_proposal_human_node_O_96_crop_frame_000282_stamp_257100003831_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0038_assist_clothesstand_0001_proposal_human_node_O_96_crop_frame_000282_stamp_257100003831_lifting,#scene-041-0038-office-assist,4
P018,5,38,0033,avoid,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0033_avoid_woodchair_0001_proposal_human_node_O_86_crop_frame_000262_stamp_494650007370_placing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0033_avoid_woodchair_0001_proposal_human_node_O_86_crop_frame_000262_stamp_494650007370_placing,#scene-038-0033-office-avoid,2
P019,1,39,0036,continue,office,largebox_0002,office_largebox_0002,office_1-0000_1200,office_1_0036_continue_largebox_0002_proposal_human_node_O_43_crop_frame_000199_stamp_239600003570_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0036_continue_largebox_0002_proposal_human_node_O_43_crop_frame_000199_stamp_239600003570_carrying,#scene-039-0036-office-continue,5
P019,2,24,0017,avoid,office,monitor_0001,office_monitor_0001,office_1-0000_1200,office_1_0017_avoid_monitor_0001_proposal_human_node_O_29_crop_frame_000112_stamp_223150003325_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0017_avoid_monitor_0001_proposal_human_node_O_29_crop_frame_000112_stamp_223150003325_carrying,#scene-024-0017-office-avoid,2
P019,3,41,0038,assist,office,clothesstand_0001,office_clothesstand_0001,office_1-0000_1200,office_1_0038_assist_clothesstand_0001_proposal_human_node_O_96_crop_frame_000282_stamp_257100003831_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0038_assist_clothesstand_0001_proposal_human_node_O_96_crop_frame_000282_stamp_257100003831_lifting,#scene-041-0038-office-assist,2
P019,4,51,0004,monitor,warehouse,plasticbox_0001,warehouse_plasticbox_0001,warehouse_1,warehouse_1_0004_monitor_plasticbox_0001_proposal_human_node_O_16_crop_frame_000026_stamp_57650000859_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0004_monitor_plasticbox_0001_proposal_human_node_O_16_crop_frame_000026_stamp_57650000859_kicking,#scene-051-0004-warehouse-monitor,5
P019,5,57,0024,warn,warehouse,largebox_0002,warehouse_largebox_0002,warehouse_1,warehouse_1_0024_warn_largebox_0002_proposal_human_node_O_58_crop_frame_000163_stamp_85250001270_throwing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0024_warn_largebox_0002_proposal_human_node_O_58_crop_frame_000163_stamp_85250001270_throwing,#scene-057-0024-warehouse-warn,3
P020,1,62,0081,continue,warehouse,tripod_0001,warehouse_tripod_0001,warehouse_1,warehouse_1_0081_continue_tripod_0001_proposal_human_node_O_14_crop_frame_000415_stamp_137700002051_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0081_continue_tripod_0001_proposal_human_node_O_14_crop_frame_000415_stamp_137700002051_carrying,#scene-062-0081-warehouse-continue,6
P020,2,37,0032,assist,office,largebox_0001,office_largebox_0001,office_1-2400_3600,office_1_0032_assist_largebox_0001_proposal_human_node_O_149_crop_frame_000246_stamp_409200006097_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0032_assist_largebox_0001_proposal_human_node_O_149_crop_frame_000246_stamp_409200006097_carrying,#scene-037-0032-office-assist,4
P020,3,22,0015,avoid,office,monitor_0004,office_monitor_0004,office_1-4800_6000,office_1_0015_avoid_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587750008758_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0015_avoid_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587750008758_lifting,#scene-022-0015-office-avoid,1
P020,4,28,0022,monitor,office,largebox_0002,office_largebox_0002,office_1-0000_1200,office_1_0022_monitor_largebox_0002_proposal_human_node_O_43_crop_frame_000133_stamp_226850003380_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0022_monitor_largebox_0002_proposal_human_node_O_43_crop_frame_000133_stamp_226850003380_kicking,#scene-028-0022-office-monitor,1
P020,5,30,0024,warn,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0024_warn_woodchair_0001_proposal_human_node_O_86_crop_frame_000241_stamp_490300007306_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0024_warn_woodchair_0001_proposal_human_node_O_86_crop_frame_000241_stamp_490300007306_carrying,#scene-030-0024-office-warn,3
P021,1,32,0026,continue,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0026_continue_woodchair_0001_proposal_human_node_O_86_crop_frame_000244_stamp_491100007317_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0026_continue_woodchair_0001_proposal_human_node_O_86_crop_frame_000244_stamp_491100007317_carrying,#scene-032-0026-office-continue,1
P021,2,22,0015,avoid,office,monitor_0004,office_monitor_0004,office_1-4800_6000,office_1_0015_avoid_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587750008758_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0015_avoid_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587750008758_lifting,#scene-022-0015-office-avoid,3
P021,3,46,0051,assist,office,sm_briefcase3,office_sm_briefcase3,office_1-1200_2400,office_1_0051_assist_sm_briefcase3_proposal_human_node_O_178_crop_frame_000278_stamp_339500005058_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0051_assist_sm_briefcase3_proposal_human_node_O_178_crop_frame_000278_stamp_339500005058_carrying,#scene-046-0051-office-assist,4
P021,4,3,0023,warn,hospital,tripod_0001,hospital_tripod_0001,hospital_1-0000_1200,hospital_1_0023_warn_tripod_0001_proposal_human_node_O_82_crop_frame_000254_stamp_64250000957_dropping,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0023_warn_tripod_0001_proposal_human_node_O_82_crop_frame_000254_stamp_64250000957_dropping,#scene-003-0023-hospital-warn,2
P021,5,53,0012,monitor,warehouse,tripod_0001,warehouse_tripod_0001,warehouse_1,warehouse_1_0012_monitor_tripod_0001_proposal_human_node_O_14_crop_frame_000068_stamp_65900000981_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0012_monitor_tripod_0001_proposal_human_node_O_14_crop_frame_000068_stamp_65900000981_carrying,#scene-053-0012-warehouse-monitor,2
P022,1,57,0024,warn,warehouse,largebox_0002,warehouse_largebox_0002,warehouse_1,warehouse_1_0024_warn_largebox_0002_proposal_human_node_O_58_crop_frame_000163_stamp_85250001270_throwing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0024_warn_largebox_0002_proposal_human_node_O_58_crop_frame_000163_stamp_85250001270_throwing,#scene-057-0024-warehouse-warn,5
P022,2,32,0026,continue,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0026_continue_woodchair_0001_proposal_human_node_O_86_crop_frame_000244_stamp_491100007317_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0026_continue_woodchair_0001_proposal_human_node_O_86_crop_frame_000244_stamp_491100007317_carrying,#scene-032-0026-office-continue,2
P022,3,56,0022,assist,warehouse,woodchair_0001,warehouse_woodchair_0001,warehouse_1,warehouse_1_0022_assist_woodchair_0001_proposal_human_node_O_105_crop_frame_000127_stamp_75800001129_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0022_assist_woodchair_0001_proposal_human_node_O_105_crop_frame_000127_stamp_75800001129_carrying,#scene-056-0022-warehouse-assist,5
P022,4,45,0048,avoid,office,clothesstand_0001,office_clothesstand_0001,office_1-0000_1200,office_1_0048_avoid_clothesstand_0001_proposal_human_node_O_96_crop_frame_000329_stamp_267450003985_standing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0048_avoid_clothesstand_0001_proposal_human_node_O_96_crop_frame_000329_stamp_267450003985_standing,#scene-045-0048-office-avoid,1
P022,5,21,0012,monitor,office,suitcase_0001,office_suitcase_0001,office_1-1200_2400,office_1_0012_monitor_suitcase_0001_proposal_human_node_O_21_crop_frame_000067_stamp_299050004456_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0012_monitor_suitcase_0001_proposal_human_node_O_21_crop_frame_000067_stamp_299050004456_kicking,#scene-021-0012-office-monitor,1
P023,1,27,0020,monitor,office,largebox_0001,office_largebox_0001,office_1-0000_1200,office_1_0020_monitor_largebox_0001_proposal_human_node_O_7_crop_frame_000126_stamp_225600003361_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0020_monitor_largebox_0001_proposal_human_node_O_7_crop_frame_000126_stamp_225600003361_kicking,#scene-027-0020-office-monitor,1
P023,2,10,0041,continue,hospital,tripod_0001,hospital_tripod_0001,hospital_1-0000_1200,hospital_1_0041_continue_tripod_0001_proposal_human_node_O_82_crop_frame_000387_stamp_87900001309_putting_down,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0041_continue_tripod_0001_proposal_human_node_O_82_crop_frame_000387_stamp_87900001309_putting_down,#scene-010-0041-hospital-continue,2
P023,3,61,0079,avoid,warehouse,tripod_0001,warehouse_tripod_0001,warehouse_1,warehouse_1_0079_avoid_tripod_0001_proposal_human_node_O_14_crop_frame_000409_stamp_136200002029_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0079_avoid_tripod_0001_proposal_human_node_O_14_crop_frame_000409_stamp_136200002029_carrying,#scene-061-0079-warehouse-avoid,2
P023,4,8,0036,assist,hospital,suitcase_0001,hospital_suitcase_0001,hospital_1-0000_1200,hospital_1_0036_assist_suitcase_0001_proposal_human_node_O_97_crop_frame_000336_stamp_79050001177_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0036_assist_suitcase_0001_proposal_human_node_O_97_crop_frame_000336_stamp_79050001177_lifting,#scene-008-0036-hospital-assist,6
P023,5,30,0024,warn,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0024_warn_woodchair_0001_proposal_human_node_O_86_crop_frame_000241_stamp_490300007306_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0024_warn_woodchair_0001_proposal_human_node_O_86_crop_frame_000241_stamp_490300007306_carrying,#scene-030-0024-office-warn,5
P024,1,27,0020,monitor,office,largebox_0001,office_largebox_0001,office_1-0000_1200,office_1_0020_monitor_largebox_0001_proposal_human_node_O_7_crop_frame_000126_stamp_225600003361_kicking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0020_monitor_largebox_0001_proposal_human_node_O_7_crop_frame_000126_stamp_225600003361_kicking,#scene-027-0020-office-monitor,2
P024,2,11,0001,assist,office,largetable_0001,office_largetable_0001,office_1-0000_1200,office_1_0001_assist_largetable_0001_proposal_human_node_O_19_crop_frame_000047_stamp_211000003144_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0001_assist_largetable_0001_proposal_human_node_O_19_crop_frame_000047_stamp_211000003144_lifting,#scene-011-0001-office-assist,3
P024,3,5,0031,avoid,hospital,tripod_0001,hospital_tripod_0001,hospital_1-0000_1200,hospital_1_0031_avoid_tripod_0001_proposal_human_node_O_82_crop_frame_000299_stamp_72450001079_holding,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/hospital_1_0031_avoid_tripod_0001_proposal_human_node_O_82_crop_frame_000299_stamp_72450001079_holding,#scene-005-0031-hospital-avoid,3
P024,4,32,0026,continue,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0026_continue_woodchair_0001_proposal_human_node_O_86_crop_frame_000244_stamp_491100007317_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0026_continue_woodchair_0001_proposal_human_node_O_86_crop_frame_000244_stamp_491100007317_carrying,#scene-032-0026-office-continue,6
P024,5,15,0007,warn,office,monitor_0002,office_monitor_0002,office_1-2400_3600,office_1_0007_warn_monitor_0002_proposal_human_node_O_28_crop_frame_000051_stamp_372350005548_dropping,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0007_warn_monitor_0002_proposal_human_node_O_28_crop_frame_000051_stamp_372350005548_dropping,#scene-015-0007-office-warn,1
P025,1,35,0029,monitor,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0029_monitor_woodchair_0001_proposal_human_node_O_86_crop_frame_000253_stamp_492600007340_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0029_monitor_woodchair_0001_proposal_human_node_O_86_crop_frame_000253_stamp_492600007340_lifting,#scene-035-0029-office-monitor,6
P025,2,11,0001,assist,office,largetable_0001,office_largetable_0001,office_1-0000_1200,office_1_0001_assist_largetable_0001_proposal_human_node_O_19_crop_frame_000047_stamp_211000003144_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0001_assist_largetable_0001_proposal_human_node_O_19_crop_frame_000047_stamp_211000003144_lifting,#scene-011-0001-office-assist,5
P025,3,19,0011,continue,office,plasticbox_0001,office_plasticbox_0001,office_1-2400_3600,office_1_0011_continue_plasticbox_0001_proposal_human_node_O_83_crop_frame_000081_stamp_378600005641_walking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0011_continue_plasticbox_0001_proposal_human_node_O_83_crop_frame_000081_stamp_378600005641_walking,#scene-019-0011-office-continue,5
P025,4,22,0015,avoid,office,monitor_0004,office_monitor_0004,office_1-4800_6000,office_1_0015_avoid_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587750008758_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0015_avoid_monitor_0004_proposal_human_node_O_66_crop_frame_000354_stamp_587750008758_lifting,#scene-022-0015-office-avoid,5
P025,5,47,0057,warn,office,monitor_0005,office_monitor_0005,office_1-1200_2400,office_1_0057_warn_monitor_0005_proposal_human_node_O_201_crop_frame_000328_stamp_350100005216_placing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0057_warn_monitor_0005_proposal_human_node_O_201_crop_frame_000328_stamp_350100005216_placing,#scene-047-0057-office-warn,1
P026,1,15,0007,warn,office,monitor_0002,office_monitor_0002,office_1-2400_3600,office_1_0007_warn_monitor_0002_proposal_human_node_O_28_crop_frame_000051_stamp_372350005548_dropping,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0007_warn_monitor_0002_proposal_human_node_O_28_crop_frame_000051_stamp_372350005548_dropping,#scene-015-0007-office-warn,5
P026,2,35,0029,monitor,office,woodchair_0001,office_woodchair_0001,office_1-3600_4800,office_1_0029_monitor_woodchair_0001_proposal_human_node_O_86_crop_frame_000253_stamp_492600007340_lifting,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0029_monitor_woodchair_0001_proposal_human_node_O_86_crop_frame_000253_stamp_492600007340_lifting,#scene-035-0029-office-monitor,3
P026,3,61,0079,avoid,warehouse,tripod_0001,warehouse_tripod_0001,warehouse_1,warehouse_1_0079_avoid_tripod_0001_proposal_human_node_O_14_crop_frame_000409_stamp_136200002029_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0079_avoid_tripod_0001_proposal_human_node_O_14_crop_frame_000409_stamp_136200002029_carrying,#scene-061-0079-warehouse-avoid,3
P026,4,20,0012,assist,office,monitor_0004,office_monitor_0004,office_1-4800_6000,office_1_0012_assist_monitor_0004_proposal_human_node_O_66_crop_frame_000346_stamp_586300008736_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0012_assist_monitor_0004_proposal_human_node_O_66_crop_frame_000346_stamp_586300008736_carrying,#scene-020-0012-office-assist,6
P026,5,55,0015,continue,warehouse,smallklt_visual_169,warehouse_smallklt_visual_169,warehouse_1,warehouse_1_0015_continue_smallklt_visual_169_proposal_human_node_O_60_crop_frame_000085_stamp_68850001025_placing,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/warehouse_1_0015_continue_smallklt_visual_169_proposal_human_node_O_60_crop_frame_000085_stamp_68850001025_placing,#scene-055-0015-warehouse-continue,1
P027,1,19,0011,continue,office,plasticbox_0001,office_plasticbox_0001,office_1-2400_3600,office_1_0011_continue_plasticbox_0001_proposal_human_node_O_83_crop_frame_000081_stamp_378600005641_walking,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0011_continue_plasticbox_0001_proposal_human_node_O_83_crop_frame_000081_stamp_378600005641_walking,#scene-019-0011-office-continue,3
P027,2,20,0012,assist,office,monitor_0004,office_monitor_0004,office_1-4800_6000,office_1_0012_assist_monitor_0004_proposal_human_node_O_66_crop_frame_000346_stamp_586300008736_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0012_assist_monitor_0004_proposal_human_node_O_66_crop_frame_000346_stamp_586300008736_carrying,#scene-020-0012-office-assist,1
P027,3,24,0017,avoid,office,monitor_0001,office_monitor_0001,office_1-0000_1200,office_1_0017_avoid_monitor_0001_proposal_human_node_O_29_crop_frame_000112_stamp_223150003325_carrying,/data/code/robot-reasoning-proactive-task-navigation-deploy/streamlit_user_study/assets/office_1_0017_avoid_monitor_0001_proposal_human_node_O_29_crop_frame_000112_stamp_223150003325_carrying,#scene-024-0017-office-avoid,1
